X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
4,7,sep,sun,92.5,153.4,298.1,5.8,25.7,49,4.2,0.0,49.94
4,4,aug,tue,94.2,54.0,7.9,5.0,16.6,41,2.2,0.0,3.84
3,4,sep,tue,91.3,1.1,757.9,1.4,21.9,25,8.2,0.0,29.29
4,2,aug,thu,93.5,36.8,567.1,4.5,23.2,33,6.9,0.0,0.0
7,4,mar,sun,90.3,1.1,7.9,5.8,16.5,15,5.7,0.0,14.81
4,4,mar,thu,94.1,1.1,614.1,6.3,24.4,19,4.3,0.0,8.81
4,4,aug,sat,91.7,258.9,477.0,8.4,18.6,34,4.3,0.0,1.02
4,4,sep,wed,91.1,64.7,718.1,5.0,25.9,28,4.7,0.0,12.92
8,5,jul,fri,94.7,150.2,360.3,13.3,21.2,33,6.5,0.0,0.39
4,4,mar,sat,92.1,1.1,575.3,7.2,22.9,21,5.4,0.0,0.0
6,2,aug,sat,91.6,62.9,332.0,5.6,23.6,60,6.7,0.0,8.97
4,2,sep,sat,90.2,76.1,466.0,8.6,20.2,37,5.8,0.0,0.0
9,4,feb,sun,89.3,45.3,542.8,5.9,21.0,51,4.0,0.0,0.0
4,2,sep,sun,93.8,97.4,685.5,11.9,27.1,26,5.9,0.0,0.0
4,4,feb,mon,92.8,44.0,235.2,5.9,17.2,37,4.7,0.0,2.33
9,4,mar,sun,93.9,1.1,182.1,2.6,25.9,71,3.7,0.0,0.08
4,4,aug,sat,93.5,98.4,655.1,7.3,20.1,45,5.6,0.0,10.22
4,2,sep,wed,90.9,1.1,662.3,4.2,20.5,45,7.0,0.0,2.69
4,4,may,fri,53.4,43.2,7.9,4.0,22.6,70,7.8,0.0,83.23
4,3,sep,sun,92.3,82.9,683.0,6.2,18.2,57,7.1,0.0,0.0
1,2,aug,tue,92.4,89.3,613.6,4.8,16.3,41,2.6,0.0,0.0
4,4,feb,tue,92.3,65.5,621.0,3.0,19.6,29,5.2,0.0,0.0
4,4,jul,sat,90.7,95.8,7.9,5.9,17.1,19,5.1,0.0,0.0
2,6,sep,sat,93.7,48.9,538.2,9.8,24.3,15,5.3,0.0,0.69
4,4,apr,tue,90.1,1.1,614.4,9.1,27.9,27,1.2,0.0,0.0
4,5,oct,fri,91.8,127.7,644.7,5.1,29.2,44,6.8,0.0,0.0
7,4,jan,mon,90.3,127.5,628.4,8.6,16.8,71,4.0,0.0,2.89
6,4,aug,fri,91.1,67.9,692.9,15.6,23.8,37,4.0,0.0,7.16
7,4,sep,wed,93.5,1.1,287.4,6.9,24.3,36,3.1,0.0,0.0
5,4,mar,sat,85.4,1.1,575.4,2.6,14.6,15,6.1,0.0,9.51
2,2,aug,wed,89.8,4.0,7.9,4.6,27.5,26,4.1,0.0,0.0
4,3,aug,mon,92.4,1.1,369.7,0.0,17.5,30,2.7,0.0,14.22
4,2,sep,sun,92.8,1.1,7.9,5.7,11.0,40,3.8,0.0,0.63
5,4,jul,sat,83.7,70.0,583.5,3.4,23.4,31,9.4,0.0,83.65
5,4,feb,sat,94.5,65.0,525.4,6.4,10.4,64,6.8,0.0,0.0
4,4,jul,tue,92.4,124.3,301.0,5.0,27.1,38,5.1,0.0,0.0
4,2,sep,wed,92.0,38.4,129.6,0.0,19.5,36,5.5,0.0,16.82
5,4,aug,sat,92.4,1.1,558.0,7.8,28.3,28,6.0,0.0,24.33
1,2,sep,mon,93.7,110.0,712.3,7.9,23.7,34,4.1,0.0,19.71
4,2,sep,mon,90.9,116.1,740.0,4.8,23.6,36,7.0,0.0,12.22
4,4,feb,fri,92.1,104.7,655.5,9.1,23.8,39,3.4,0.0,0.0
7,4,aug,sun,80.8,1.1,105.8,5.3,13.3,44,4.8,0.0,0.0
4,5,jul,sun,93.1,65.6,689.4,8.7,12.1,69,5.5,0.0,0.0
3,5,mar,fri,90.4,46.1,681.5,2.2,2.2,28,6.2,0.0,3.91
4,6,sep,sun,93.5,1.1,755.8,7.5,10.2,29,4.0,0.0,0.0
4,5,sep,wed,92.3,83.9,7.9,7.4,28.9,49,7.4,0.0,13.76
4,6,aug,thu,91.1,42.5,291.4,8.2,22.3,51,4.9,0.0,0.0
6,5,sep,thu,92.1,128.7,853.8,9.7,19.7,82,6.6,0.0,0.0
4,4,mar,wed,92.9,30.1,7.9,5.0,19.9,19,4.3,0.0,6.31
1,5,aug,sat,92.6,152.4,7.9,4.4,10.7,32,4.3,0.0,10.76
3,5,may,sat,91.4,54.1,635.4,10.9,22.0,24,5.6,0.0,2.44
5,4,sep,fri,88.5,1.1,547.0,6.3,17.6,18,6.5,0.0,2.83
7,4,oct,fri,89.8,71.6,7.9,5.1,24.3,18,6.5,0.0,0.0
4,4,dec,tue,94.7,1.1,676.3,5.5,9.3,44,6.1,0.0,4.48
7,4,sep,tue,91.4,62.1,118.9,5.1,23.0,26,7.3,0.0,4.95
2,2,feb,sun,90.5,137.3,604.5,14.6,19.6,26,6.2,0.0,8.69
8,4,aug,sat,89.4,49.5,606.0,5.1,20.7,38,7.3,0.0,12.19
8,4,sep,sun,91.6,1.1,711.4,4.3,29.0,47,6.7,0.0,7.84
1,4,oct,sat,92.3,42.4,593.3,5.8,18.6,40,6.8,0.0,13.34
6,4,nov,fri,92.2,1.1,116.0,6.2,21.6,89,6.6,0.0,54.37
8,4,aug,fri,90.0,60.3,538.6,6.3,18.5,64,6.2,0.0,0.0
4,2,sep,mon,91.1,16.4,592.5,10.2,7.0,27,6.0,0.0,0.53
5,4,sep,fri,94.4,1.1,578.2,4.2,23.4,19,5.2,0.0,7.91
2,5,jul,tue,88.9,1.1,608.0,7.4,21.8,27,3.9,0.0,12.75
9,5,aug,tue,91.3,53.7,681.6,2.7,23.7,80,5.0,0.0,16.69
4,5,sep,mon,88.5,35.3,7.9,6.2,21.1,20,9.4,0.0,11.34
3,4,aug,sat,91.5,61.8,566.3,5.2,9.7,41,9.4,0.0,1.08
5,5,jul,sat,94.7,1.1,555.9,4.8,24.7,23,9.4,0.0,9.08
4,5,jan,fri,90.9,1.1,698.4,6.0,16.6,45,9.4,0.0,0.0
7,4,aug,mon,92.7,105.6,538.9,15.7,27.5,51,9.4,0.0,0.0
3,3,sep,sun,93.9,56.7,307.6,6.5,25.9,32,4.6,0.0,0.0
3,4,aug,thu,92.9,40.5,725.6,0.5,30.3,15,2.7,0.0,1.33
9,2,aug,fri,91.4,56.7,634.3,6.7,20.1,38,4.6,0.0,9.68
4,5,sep,thu,93.4,10.7,347.6,4.0,33.3,20,4.1,0.0,3.28
5,5,aug,tue,94.5,85.1,556.6,5.1,19.4,44,4.3,0.0,0.0
2,4,sep,sat,96.2,94.5,642.4,7.0,16.4,33,9.4,0.0,3.94
1,2,sep,wed,93.3,33.7,583.9,8.2,23.2,19,3.8,0.0,6.73
4,5,aug,thu,92.9,31.2,363.3,7.9,10.5,40,6.4,0.0,17.05
4,4,sep,sat,90.8,1.1,557.4,8.3,20.4,25,6.7,0.0,0.0
1,4,aug,fri,90.4,96.0,7.9,7.6,24.2,48,7.3,0.0,4.83
5,4,sep,sun,93.3,1.1,7.9,12.1,9.6,22,6.0,0.0,1.32
4,2,aug,tue,94.2,77.1,554.5,8.8,23.4,40,5.8,0.0,0.0
3,4,aug,sun,90.3,154.7,581.4,8.8,16.3,86,6.6,0.0,0.0
5,3,sep,thu,92.1,60.1,641.2,8.5,31.3,32,6.5,0.0,0.0
2,4,jan,mon,88.6,4.3,26.0,6.3,8.1,15,3.8,0.0,9.35
1,5,feb,tue,93.0,96.0,7.9,5.3,16.6,34,6.6,0.0,11.45
9,4,sep,sun,92.6,11.3,377.0,7.7,22.2,32,2.8,0.0,13.4
4,5,sep,tue,91.5,1.1,351.9,5.3,21.4,61,4.1,0.0,0.0
4,4,sep,fri,92.2,62.9,661.7,7.6,25.2,23,4.5,0.0,0.0
8,4,sep,tue,90.9,34.2,7.9,4.6,21.8,21,2.8,0.0,1.85
4,4,jun,thu,95.2,61.4,505.3,6.7,15.0,33,7.7,0.0,14.6
4,6,jun,sun,92.2,136.1,58.7,2.2,25.3,72,2.1,0.0,6.52
4,4,may,thu,91.9,63.9,599.7,4.7,31.8,36,7.1,0.0,2.12
4,2,aug,fri,92.0,67.6,35.9,6.7,25.9,29,5.0,0.0,3.88
7,4,sep,sat,92.1,68.6,619.1,8.5,23.1,45,4.2,0.0,13.01
3,4,aug,sat,89.7,44.3,529.2,4.7,23.9,36,6.9,0.0,3.2
9,4,apr,thu,92.6,51.0,657.6,7.0,24.8,29,6.6,0.0,2.11
4,4,mar,sat,83.0,56.0,526.1,4.5,11.3,26,5.1,0.0,0.0
8,6,aug,sat,93.6,1.1,539.9,0.5,24.2,35,2.8,0.0,0.96
3,4,aug,tue,92.2,1.1,565.6,7.4,25.7,32,6.8,0.3,7.42
3,6,aug,tue,91.4,1.1,654.5,5.2,14.1,59,5.6,0.0,0.54
4,5,apr,mon,92.1,81.7,700.4,6.8,26.6,27,3.5,0.0,0.0
8,3,aug,sat,92.4,110.5,574.1,5.1,21.6,40,6.8,0.0,0.0
4,5,sep,wed,86.9,63.4,653.3,5.4,22.4,90,5.2,0.0,0.0
8,4,sep,tue,92.0,11.3,51.6,5.0,30.4,34,4.5,0.0,7.47
4,4,aug,thu,92.1,27.1,510.2,6.2,22.2,45,2.9,0.0,0.0
4,6,mar,tue,93.3,43.9,597.2,3.8,18.6,29,5.4,0.0,0.0
2,4,jul,sun,90.5,173.5,587.8,10.3,23.4,29,4.6,0.0,2.76
2,5,oct,sat,89.6,1.1,485.5,5.4,19.7,29,9.4,0.0,0.0
3,5,oct,sat,90.0,1.1,278.1,4.6,18.0,63,6.1,0.0,9.41
5,4,aug,fri,83.9,1.1,648.5,4.5,12.9,39,5.9,0.0,6.26
4,4,aug,mon,90.6,1.1,7.9,3.4,31.6,48,4.7,0.0,0.0
4,2,oct,sat,93.6,92.7,651.5,8.0,27.1,61,6.2,0.0,11.36
9,4,sep,sun,91.3,100.7,761.3,5.1,29.4,56,5.2,0.0,0.0
4,5,jun,sat,89.7,1.1,7.9,11.6,23.1,49,9.4,0.0,10.5
7,4,aug,tue,94.8,230.1,786.1,7.0,26.0,57,4.6,0.0,1.93
5,3,sep,tue,93.9,1.1,502.0,5.1,8.5,27,5.4,0.0,5.07
4,4,aug,mon,91.6,54.9,7.9,4.3,26.8,20,3.6,0.0,0.0
4,4,aug,sat,91.3,1.1,606.4,6.3,27.0,45,7.2,0.0,10.16
2,4,sep,sun,80.1,34.1,7.9,10.0,10.9,27,9.4,0.0,5.01
7,4,aug,wed,94.2,161.5,141.0,7.4,13.5,45,4.4,0.0,2.48
8,4,sep,sun,93.4,19.4,7.9,7.2,16.5,63,2.7,0.0,4.16
5,4,sep,sat,89.5,44.5,684.7,17.9,25.0,40,7.1,0.0,8.24
5,3,nov,mon,90.4,67.6,7.9,6.4,22.1,38,3.7,0.0,9.0
4,4,dec,fri,92.1,68.5,396.7,4.7,12.9,55,5.2,0.0,0.0
5,4,sep,fri,92.7,114.3,218.3,6.3,24.4,54,2.9,0.0,0.0
4,7,aug,tue,93.5,93.2,570.7,8.1,19.8,35,3.7,0.0,36.14
7,4,sep,sat,89.2,1.1,79.5,7.4,19.6,33,3.9,0.0,4.84
4,4,sep,sun,93.3,125.5,532.0,6.4,20.5,41,3.6,0.0,0.78
6,4,sep,tue,95.3,96.4,213.7,8.5,13.3,29,3.7,0.0,13.37
4,2,jul,sun,92.2,108.2,130.7,10.9,23.5,61,9.4,0.0,3.81
4,5,sep,sun,90.4,131.4,20.5,2.0,12.3,45,7.4,0.0,12.71
4,5,sep,sun,92.9,66.2,665.4,9.0,25.4,42,3.6,0.0,3.15
4,3,mar,thu,93.6,72.3,454.8,5.8,22.8,57,4.0,0.0,0.6
4,5,sep,wed,86.8,80.1,577.2,3.7,31.6,32,6.0,0.0,0.0
1,4,sep,sun,91.7,188.3,277.4,4.9,25.8,49,3.6,0.0,3.58
9,4,jun,tue,83.9,1.1,7.9,0.5,7.8,31,9.4,0.0,1.37
3,2,sep,wed,90.4,45.5,7.9,9.3,15.4,67,7.5,0.0,0.0
4,4,jun,mon,93.9,145.7,257.8,8.3,14.0,63,6.1,0.0,8.44
7,6,aug,thu,92.8,72.0,554.0,6.2,20.5,20,5.6,0.0,0.0
4,2,aug,thu,90.5,40.1,50.6,6.5,33.2,41,4.0,0.0,0.0
3,5,jul,wed,91.4,42.2,7.9,10.1,27.2,43,9.1,0.0,10.53
8,5,aug,sun,92.7,53.2,562.6,4.1,16.3,37,3.1,0.0,10.52
4,5,aug,sat,91.1,1.1,7.9,7.4,9.5,49,5.1,0.0,0.0
3,4,aug,sat,91.1,1.1,564.1,5.2,12.5,42,4.5,0.0,5.79
7,2,oct,sat,91.5,1.1,721.4,6.7,23.1,39,6.7,0.0,4.55
4,4,mar,sat,91.5,109.5,442.8,7.5,19.2,83,4.0,0.0,10.66
4,4,sep,fri,90.5,21.9,616.6,6.7,19.1,44,4.5,0.0,0.0
5,9,aug,thu,94.6,67.3,312.0,8.2,28.6,50,5.1,0.0,0.0
4,5,mar,fri,89.7,1.1,214.1,8.9,18.4,42,6.6,0.0,4.07
9,4,aug,sun,93.5,122.5,557.1,2.3,21.5,67,7.0,0.0,6.66
4,4,jul,tue,93.9,187.4,643.5,6.5,26.4,28,5.5,0.0,85.11
4,4,sep,sat,89.0,1.1,589.4,5.4,28.0,48,4.4,0.0,0.0
4,5,aug,sat,93.2,155.4,44.4,4.9,22.2,75,6.2,0.0,15.66
4,5,aug,sun,92.6,33.8,7.9,5.9,22.8,37,6.1,0.0,0.0
4,4,sep,sun,90.6,1.1,7.9,4.7,27.1,56,5.7,0.0,3.95
5,4,dec,sun,90.0,127.2,538.0,5.0,15.2,31,5.9,0.0,0.79
9,6,sep,sat,92.3,93.6,663.5,10.3,13.8,31,6.5,0.0,9.29
9,3,sep,thu,94.0,40.0,637.2,6.9,18.3,55,6.2,0.0,12.04
4,4,sep,tue,93.8,72.0,7.9,6.2,29.3,45,6.6,0.0,0.0
3,4,aug,sun,92.8,68.2,7.9,5.8,21.7,46,7.0,0.0,1.55
8,4,oct,sun,84.8,82.0,699.4,6.8,20.1,67,5.0,0.0,7.87
9,4,jul,sun,92.3,111.3,185.8,6.3,32.1,27,2.8,0.0,6.47
4,4,aug,wed,94.4,162.8,675.8,6.3,19.0,44,4.3,0.0,4.09
2,4,may,tue,92.8,84.6,544.8,0.0,30.9,30,9.4,0.0,0.0
3,5,sep,sun,93.8,1.1,628.6,7.0,23.2,31,6.9,0.0,0.0
4,5,sep,sun,91.8,18.8,208.4,5.0,23.2,40,4.9,0.0,1.21
4,4,sep,fri,92.2,111.1,54.2,8.8,27.3,49,5.0,0.0,6.55
4,4,sep,sun,90.5,35.6,679.5,7.0,11.1,17,1.8,0.0,5.95
4,5,aug,fri,91.5,1.1,590.5,4.6,26.5,28,3.7,0.3,909.15
5,5,feb,sun,94.6,49.4,53.6,5.7,11.0,22,4.0,0.0,15.8
8,4,apr,sun,90.8,34.8,395.8,8.2,6.3,32,5.7,0.0,6.99
5,3,aug,thu,93.4,55.3,558.0,6.6,21.4,33,4.2,0.0,0.33
9,6,sep,fri,90.2,72.2,635.9,11.5,20.0,35,7.0,0.0,7.07
4,5,sep,fri,89.4,46.8,108.2,3.8,22.8,26,6.6,0.0,0.0
8,4,sep,sat,92.3,15.5,610.7,6.8,31.2,46,3.8,0.0,0.0
4,5,jul,sun,94.8,57.3,718.7,5.4,22.7,34,6.7,0.0,4.17
5,2,sep,sun,94.3,43.4,104.1,6.8,26.3,15,7.0,0.0,10.06
9,4,sep,fri,93.6,81.4,570.0,10.7,23.7,30,4.1,0.0,0.0
9,3,sep,sat,94.6,1.1,602.0,6.8,19.5,25,6.2,0.0,8.72
4,4,aug,sun,92.9,211.3,557.3,6.9,22.0,61,3.9,0.0,41.52
7,3,sep,tue,85.0,28.6,292.2,4.3,28.1,27,4.3,0.0,0.0
3,4,aug,sun,93.4,79.8,374.4,6.1,18.4,55,6.1,0.0,3.51
5,5,sep,sun,89.4,80.3,424.5,5.6,22.5,42,4.9,0.0,0.0
5,4,sep,sun,90.6,1.1,117.6,6.7,12.5,49,3.5,0.0,15.74
4,4,aug,sun,93.3,4.8,448.7,6.2,21.6,57,4.5,0.0,5.03
9,5,oct,sat,92.5,1.1,560.8,5.3,18.4,34,3.1,0.0,8.99
7,2,sep,mon,90.9,178.5,752.6,5.9,11.0,41,7.0,0.0,32.87
3,4,aug,thu,94.4,60.2,184.9,4.5,18.0,34,8.6,0.0,1.57
4,4,aug,sun,94.0,1.1,637.8,8.0,21.5,60,6.8,0.0,2.81
6,4,aug,thu,92.1,79.4,588.4,6.4,13.6,36,5.6,0.0,2.34
7,4,aug,thu,91.8,122.9,389.8,9.9,23.2,42,8.6,0.0,5.15
4,5,sep,sun,90.7,10.7,720.1,4.7,22.8,34,4.5,0.0,3.91
4,4,may,sat,92.2,141.5,594.5,5.8,26.3,21,7.4,0.0,0.0
5,4,sep,wed,94.8,99.7,773.7,8.1,19.7,44,4.7,0.0,0.0
2,4,jul,sun,88.9,31.0,588.3,4.3,19.5,34,4.7,0.0,0.53
3,5,aug,thu,94.0,191.1,550.0,6.1,26.3,43,3.7,0.0,6.21
6,4,aug,wed,84.1,10.8,471.2,1.3,22.2,29,5.6,0.0,2.29
4,4,may,fri,90.7,63.8,660.5,2.6,22.9,32,2.9,0.0,0.0
4,5,sep,tue,92.9,70.1,587.8,3.0,20.2,35,6.7,0.0,0.0
4,5,feb,mon,91.2,8.4,10.9,3.9,28.4,54,5.1,0.0,0.17
8,5,aug,sat,93.8,69.6,7.9,5.7,7.4,33,4.1,0.0,0.0
2,4,sep,sun,90.4,1.1,671.0,7.9,20.4,34,6.4,0.0,0.41
5,4,sep,mon,68.7,85.9,531.3,11.9,26.7,50,6.7,0.0,0.0
4,4,sep,wed,91.8,43.3,350.1,9.9,33.3,87,7.2,0.0,18.34
4,4,sep,sat,89.6,29.9,121.7,7.2,13.1,35,6.7,0.0,0.0
4,4,feb,fri,93.1,41.6,626.6,8.5,22.6,38,5.9,0.0,8.52
4,5,dec,fri,84.0,1.1,680.4,3.7,26.7,79,6.0,0.0,5.35
4,4,sep,sun,92.7,116.1,630.2,7.5,17.4,64,5.3,0.0,149.98
4,4,sep,mon,94.1,1.1,596.3,0.6,25.1,21,6.0,0.0,0.33
4,2,aug,sat,93.7,79.5,409.3,9.7,19.3,51,7.2,0.0,13.15
7,2,jul,sun,91.8,1.8,666.1,6.7,20.5,49,4.6,0.0,11.92
6,4,aug,sat,94.7,101.6,8.3,7.7,26.9,47,7.3,0.0,2.26
4,3,aug,wed,92.8,54.8,192.9,7.4,29.4,61,6.4,0.0,0.0
9,2,sep,mon,94.0,117.0,454.6,9.7,20.0,18,8.7,0.0,5.59
5,4,sep,mon,90.9,19.4,678.8,6.9,20.4,42,2.0,0.0,7.99
4,4,aug,sat,91.1,1.1,101.7,7.0,18.2,33,4.1,0.0,5.69
9,5,mar,thu,92.3,25.3,621.4,4.6,20.4,38,8.4,0.0,3.44
2,4,aug,sun,93.4,114.3,515.1,7.4,24.7,43,3.8,0.0,7.71
5,3,dec,fri,93.4,82.6,509.8,8.8,15.8,34,4.4,0.0,8.4
9,5,sep,fri,91.2,1.1,497.0,8.1,16.3,22,4.2,0.0,0.0
8,4,aug,sun,93.6,31.5,197.6,0.7,28.7,50,4.5,0.0,0.0
4,5,sep,tue,93.2,22.6,93.4,13.8,19.6,30,4.3,0.0,0.21
2,4,aug,fri,93.5,1.1,72.0,4.9,19.9,15,7.4,0.0,0.0
7,4,feb,thu,93.4,109.8,645.2,7.8,32.0,61,4.8,0.0,19.82
3,4,sep,sun,94.1,39.5,106.7,3.0,27.5,22,6.3,0.0,0.0
3,5,sep,fri,92.6,211.8,212.6,6.3,25.5,21,6.4,0.0,0.0
4,4,mar,thu,92.7,91.9,720.0,5.3,27.5,23,5.7,0.0,5.5
4,4,sep,mon,86.2,46.2,7.9,3.1,25.2,33,5.7,0.0,0.0
5,2,sep,mon,90.6,90.8,32.1,6.8,27.5,29,6.7,0.0,0.0
4,5,nov,sat,94.9,36.7,389.5,1.2,25.0,38,5.8,0.0,56.34
4,4,dec,fri,44.8,1.1,152.2,6.2,4.2,44,4.6,0.0,2.62
2,4,aug,thu,93.2,16.8,668.6,10.6,19.9,31,4.3,0.0,0.0
3,3,sep,sat,92.2,147.5,142.9,5.7,21.0,32,7.7,0.5,1.02
4,5,sep,sun,90.8,25.6,693.0,15.1,17.5,35,6.5,0.0,12.77
4,3,jul,tue,93.5,108.9,671.2,8.1,33.3,35,6.8,0.0,0.0
4,4,sep,sun,92.9,49.3,315.6,5.4,18.0,31,8.7,0.0,9.43
4,5,aug,thu,94.3,43.9,687.3,7.6,25.5,71,6.6,0.0,3.46
4,4,aug,fri,90.0,148.5,641.9,5.5,18.5,28,9.4,0.0,8.03
4,5,sep,sat,92.9,80.6,821.7,10.2,25.0,48,4.4,0.0,16.58
5,4,aug,sun,93.2,2.6,7.9,4.7,25.3,42,4.6,0.0,8.74
4,4,sep,wed,94.4,145.7,707.6,9.2,33.3,26,3.4,0.0,6.81
6,4,oct,sun,91.4,78.9,263.0,4.0,12.9,37,9.4,0.0,0.0
3,5,aug,sun,89.8,73.9,60.6,6.0,20.9,31,5.5,0.0,57.43
4,5,nov,tue,94.2,77.0,7.9,5.7,22.4,40,4.6,0.0,3.16
5,2,sep,sun,89.6,1.1,228.6,4.2,14.7,36,7.4,0.0,7.2
6,3,jun,sun,95.1,83.9,548.7,5.1,20.8,15,2.9,0.0,8.7
6,9,aug,sun,94.3,169.7,742.8,9.7,16.9,33,5.9,0.0,2.62
5,4,sep,fri,91.9,31.9,7.9,5.1,25.4,54,7.2,0.0,7.64
4,2,aug,sun,92.4,106.8,848.9,7.8,28.9,44,4.4,0.0,8.56
4,4,feb,thu,92.6,1.1,316.7,5.6,14.8,36,3.9,0.0,0.0
5,4,sep,fri,90.7,1.1,340.0,13.1,24.5,25,5.4,0.0,10.2
4,2,sep,sun,94.1,73.1,362.4,5.4,22.1,77,5.8,0.0,7.46
5,2,oct,mon,93.9,1.1,94.7,7.2,24.1,31,6.0,0.0,7.58
4,4,sep,fri,89.6,40.0,472.5,7.4,11.7,39,5.7,0.0,16.95
4,5,sep,sat,93.1,7.7,7.9,7.7,20.6,22,2.7,0.0,16.43
4,2,mar,thu,91.9,31.5,48.2,8.0,21.3,26,5.2,0.0,11.11
2,4,aug,tue,90.8,97.4,508.0,9.7,25.2,47,5.8,0.0,0.0
9,4,aug,mon,95.8,145.7,550.0,11.5,28.7,36,7.5,0.0,0.0
4,4,aug,tue,92.3,1.1,538.6,1.5,24.4,52,4.8,0.0,16.29
4,2,sep,wed,92.9,112.3,589.5,5.1,16.7,35,7.4,0.0,0.26
9,4,nov,sun,94.7,55.6,117.3,5.0,27.7,18,3.9,0.0,0.0
4,5,jan,tue,88.5,167.6,617.5,2.6,25.2,16,7.1,0.0,0.0
4,4,aug,thu,93.6,11.9,306.4,6.5,15.7,52,5.5,0.0,7.85
4,5,sep,wed,51.0,61.3,211.7,5.8,20.2,43,4.8,0.0,16.32
4,4,may,tue,91.4,1.1,7.9,4.8,28.4,29,6.6,0.0,5.08
5,4,mar,sun,89.6,48.7,7.9,7.2,20.5,55,9.4,0.0,13.62
4,5,aug,fri,89.3,15.5,558.3,5.3,16.2,87,7.6,0.0,12.97
8,4,nov,sat,90.1,1.1,246.0,5.3,18.7,35,3.8,0.0,0.0
9,4,aug,fri,91.6,31.7,195.0,5.6,33.3,41,4.8,0.0,7.94
4,5,sep,thu,96.2,103.6,613.3,5.4,23.2,20,6.2,0.0,0.08
7,4,aug,mon,90.5,112.7,732.4,4.2,23.3,92,6.6,0.0,2.27
4,4,sep,fri,92.3,1.1,796.8,3.4,17.8,30,5.7,0.0,12.94
4,2,sep,sun,92.0,69.1,691.2,8.9,22.5,43,6.2,0.0,0.0
9,4,aug,mon,90.6,1.1,7.9,1.8,17.8,62,6.9,0.0,61.64
4,2,aug,tue,91.3,24.9,734.0,3.7,18.1,36,5.3,0.0,1.49
4,4,sep,sun,90.0,38.0,7.9,7.4,25.0,26,7.5,0.0,0.0
7,4,aug,sat,91.1,22.1,621.2,0.0,20.6,32,3.8,0.0,7.13
5,6,aug,sat,92.5,27.7,360.7,8.9,20.4,47,5.2,0.0,10.58
4,7,sep,wed,94.9,20.1,615.6,15.0,14.5,35,8.5,0.0,16.78
2,2,aug,thu,92.0,1.1,293.7,6.3,24.3,53,5.5,0.0,3.17
4,5,jul,mon,92.3,114.4,576.5,5.7,16.7,38,9.3,0.0,0.0
5,4,mar,fri,89.6,1.1,350.8,5.0,14.5,34,4.9,0.0,9.34
4,4,sep,sun,94.6,112.7,714.9,7.6,22.8,37,5.7,0.0,9.09
3,5,aug,tue,92.8,161.6,619.9,8.7,25.5,30,6.6,0.0,4.23
7,5,feb,fri,92.9,104.0,7.9,6.5,21.8,37,5.8,0.0,0.0
4,4,oct,fri,92.5,67.1,514.2,8.1,14.6,52,7.8,0.0,0.0
8,6,aug,thu,93.9,157.6,652.2,7.1,30.7,25,6.9,0.0,9.73
4,4,mar,sun,95.0,89.2,430.0,17.7,21.4,65,4.5,0.0,6.3
3,3,feb,fri,84.5,1.1,714.1,5.7,19.1,26,6.8,0.0,0.0
8,2,sep,mon,93.7,36.1,571.9,9.4,14.7,34,7.2,0.0,10.93
9,5,sep,thu,92.8,1.1,17.1,18.8,28.4,43,5.4,0.0,2.66
2,4,may,thu,91.4,53.7,89.9,6.3,25.4,54,5.2,0.0,7.07
4,6,nov,wed,92.3,25.0,558.4,6.7,23.2,36,9.4,0.0,6.17
4,4,sep,mon,93.0,73.4,16.3,5.9,18.4,42,4.9,0.0,14.88
4,4,sep,sun,91.6,62.7,559.5,3.0,14.8,27,9.4,0.0,8.91
5,4,aug,sat,91.6,59.0,289.5,8.1,20.2,57,6.1,0.0,0.0
3,6,mar,wed,91.8,1.1,75.9,5.7,22.6,22,4.9,0.0,15.22
4,5,sep,sun,92.6,75.0,721.6,8.1,20.2,38,3.9,0.0,11.6
8,4,sep,thu,91.7,39.7,584.8,8.0,23.0,40,6.6,0.0,7.94
4,2,jul,fri,84.5,10.9,575.1,6.1,28.4,33,6.6,0.0,0.0
4,4,sep,wed,92.1,1.1,23.2,7.9,19.9,27,6.1,0.0,6.88
6,2,mar,sat,90.9,15.0,758.7,6.3,16.8,23,4.3,0.0,16.0
4,4,jul,wed,91.9,36.3,7.9,4.2,25.2,28,9.4,0.0,0.0
6,5,mar,tue,93.4,1.1,652.7,5.0,20.5,38,4.0,0.0,2.77
7,4,aug,wed,94.8,159.8,445.0,7.9,19.8,86,9.4,0.0,14.18
6,2,aug,mon,90.7,13.0,7.9,4.1,6.8,29,8.1,0.0,43.98
4,3,sep,mon,93.0,179.3,593.1,7.0,20.7,45,6.3,0.0,4.84
4,4,jun,mon,93.0,22.3,679.9,4.4,25.0,64,4.7,0.0,72.61
5,4,feb,wed,90.1,53.6,7.9,7.5,18.2,37,4.3,0.0,10.58
8,4,sep,sun,94.0,108.3,7.9,8.1,27.2,53,4.3,0.0,16.63
4,4,jun,mon,90.4,1.1,7.9,5.6,5.3,44,4.5,0.0,9.83
8,3,aug,fri,93.1,62.9,339.3,8.4,20.6,54,9.4,0.0,13.95
4,6,sep,wed,93.7,44.2,45.0,15.2,6.8,32,5.9,0.0,6.71
4,5,aug,sun,92.9,40.5,547.5,6.5,19.7,32,6.4,0.0,10.56
7,4,sep,sun,91.5,105.8,577.3,6.9,24.2,82,5.6,0.0,0.0
4,5,jul,fri,92.1,83.9,564.5,6.1,18.7,77,6.5,0.0,0.0
